"","revenue","budget","primary_genre"
"11173",12671300,8e+06,"Action"
"11177",4911725,7e+05,"Drama"
"11183",566611,1.2e+07,"Fantasy"
"11188",1606624,662141,"Fantasy"
"11192",38505009,2.3e+07,"Comedy"
"11202",86915017,4e+07,"Fantasy"
"11206",123384128,1.5e+07,"Drama"
"11208",19179969,17500000,"Comedy"
"11230",38755073,4e+07,"Mystery"
"11231",7e+06,5800000,"Action"
"11232",381420,9e+05,"Drama"
"11239",22889018,6500000,"Drama"
"11250",37597471,2e+07,"Action"
"11256",622806,2e+06,"Drama"
"11258",495303,3e+07,"Adventure"
"11264",15304890,3.5e+07,"Drama"
"11271",9524340,6e+06,"Comedy"
"11273",7096000,1549000,"Action"
"11277",49111202,5e+07,"Drama"
"11280",41480851,3e+07,"Action"
"11293",6e+06,76000,"Comedy"
"11297",120175290,4e+07,"Action"
"11300",17800000,6e+07,"Action"
"11301",72778712,1.1e+07,"Action"
"11302",9450897,5.5e+07,"Drama"
"11303",973525,450000,"Drama"
"11307",261572744,1.8e+07,"Comedy"
"11309",83258226,1.9e+07,"Fantasy"
"11311",55011732,7e+07,"Action"
"11312",197309027,8.5e+07,"Adventure"
"11313",17807569,2e+07,"Comedy"
"11317",289847354,9e+07,"Drama"
"11319",38368909,1.2e+07,"Comedy"
"11320",23937870,4e+07,"Adventure"
"11326",6754898,1.2e+07,"Drama"
"11330",39143839,2e+07,"Horror"
"11331",41237648,2e+07,"Comedy"
"11332",22165608,2e+07,"Action"
"11333",1151330,1.3e+07,"Drama"
"11334",13391174,2e+07,"Drama"
"11344",14821658,2.6e+07,"Romance"
"11347",11,11,"Drama"
"11348",10178331,1e+05,"Drama"
"11350",48027970,6e+06,"Drama"
"11352",5179037,2e+06,"Romance"
"11354",69959751,7.6e+07,"Drama"
"11355",109676311,4e+07,"Drama"
"11356",65900249,9e+07,"War"
"11357",2.1e+07,1.5e+07,"Drama"
"11360",2.4e+07,9500000,"Drama"
"11366",163876815,1e+07,"Horror"
"11368",167000,2e+06,"Documentary"
"11374",2736000,1200000,"Action"
"11377",64459316,1.49e+08,"Adventure"
"11378",132180323,5e+07,"Crime"
"11380",84500122,1.2e+07,"Comedy"
"11395",42064105,3.5e+07,"Comedy"
"11399",11992014,1.5e+07,"Drama"
"11400",5542025,1.2e+07,"Comedy"
"11405",599045960,1.5e+08,"Adventure"
"11406",384335608,1e+08,"Animation"
"11407",4630045,4e+06,"Comedy"
"11408",180557550,7.5e+07,"Action"
"11412",194168700,8.5e+07,"Comedy"
"11415",1381665,1.2e+07,"Romance"
"11416",5967038,2e+06,"Crime"
"11426",13405595,2.2e+07,"Comedy"
"11438",170877916,1e+08,"Drama"
"11445",1.44e+08,8.5e+07,"Comedy"
"11446",249288105,1e+08,"Fantasy"
"11447",155721132,2.4e+07,"Drama"
"11449",2281089,16800000,"Drama"
"11453",745327,5e+05,"Comedy"
"11464",43545364,6.5e+07,"Drama"
"11467",59908565,8.5e+07,"Drama"
"11468",154937680,7e+07,"Drama"
"11473",41170784,2.1e+07,"Crime"
"11481",13401952,4e+06,"Comedy"
"11482",49469904,1.5e+07,"Drama"
"11487",480314,2.1e+07,"Adventure"
"11491",5914908,3.2e+07,"War"
"11493",68673228,1.9e+07,"Action"
"11495",21510851,9e+06,"Horror"
"11496",38085778,4.7e+07,"Animation"
"11498",10337477,2e+07,"Action"
"11499",75511123,1.3e+07,"Drama"
"11500",35078241,3e+07,"Drama"
"11501",107944236,8.6e+07,"Adventure"
"11522",25399945,1e+07,"Action"
"11538",137587063,6e+07,"Adventure"
"11541",362222,1e+05,"Drama"
"11548",22179430,2e+06,"Comedy"
"11555",16158487,2.5e+07,"Comedy"
"11556",57103895,1.7e+07,"Action"
"11558",86865564,2e+07,"Action"
"11559",1109660,1.6e+07,"Mystery"
"11561",82169884,5e+07,"Crime"
"11562",95673607,6e+07,"Comedy"
"11568",623722818,1.5e+08,"Animation"
"11573",4857367,1.3e+07,"Drama"
"11574",11130889,1.3e+07,"Adventure"
"11579",7385434,15500000,"Comedy"
"11580",3e+06,5e+06,"Comedy"
"11584",22963701,14500000,"Drama"
"11588",3338228,3700000,"Crime"
"11592",3833507,5e+06,"Comedy"
"11593",228738393,1.1e+08,"Thriller"
"11595",31609243,1e+07,"Comedy"
"11596",145896422,4e+07,"Comedy"
"11597",77566815,3e+07,"Thriller"
"11598",20342161,1e+07,"Action"
"11599",10903846,1.5e+07,"Drama"
"11610",165000,994000,"Drama"
"11618",80573774,1.2e+07,"Crime"
"11635",76066841,7e+07,"Action"
"11641",4851244,818418,"Drama"
"11643",8475466,1.3e+07,"Comedy"
"11647",84785914,6.5e+07,"Crime"
"11654",30,2e+06,"Thriller"
"11663",422610419,6.5e+07,"Action"
"11668",21,8,"Drama"
"11671",88489643,1.1e+07,"Horror"
"11677",37311672,16500000,"Drama"
"11680",20138836,1.2e+07,"Drama"
"11684",13196245,1.1e+07,"Comedy"
"11689",84146832,2e+07,"Thriller"
"11690",22217407,2e+07,"Horror"
"11691",22222308,2e+07,"Drama"
"11693",95696996,6.1e+07,"Action"
"11695",95608995,3.4e+07,"Adventure"
"11702",26193068,2.1e+07,"Drama"
"11721",5367030,1.6e+07,"Crime"
"11726",62771059,4e+07,"Thriller"
"11728",169332978,1.5e+08,"Animation"
"11731",1196307,1.8e+07,"Western"
"11733",32017803,5e+07,"Science Fiction"
"11737",11772461,2.5e+07,"Comedy"
"11745",9448082,5e+07,"Drama"
"11746",73090611,60795000,"Crime"
"11747",117760134,2e+07,"Thriller"
"11748",30822861,4.5e+07,"Adventure"
"11754",1237615,15500000,"Mystery"
"11763",5549200,2.5e+07,"Drama"
"11769",35300645,1.9e+07,"Horror"
"11772",17500000,1e+07,"Romance"
"11775",229736344,2.5e+07,"Family"
"11778",26810113,3e+07,"Crime"
"11781",890871626,2.58e+08,"Fantasy"
"11791",6.8e+07,2.2e+07,"Adventure"
"11796",2019009,8e+06,"Drama"
"11808",38862717,4200000,"Fantasy"
"11809",8176544,2380000,"Drama"
"11812",219076518,3e+07,"Comedy"
"11813",90450008,5e+07,"Family"
"11816",64238440,1.5e+07,"Horror"
"11826",798958165,1.6e+08,"Fantasy"
"11827",20710513,160000,"Drama"
"11828",9.61e+08,3e+08,"Adventure"
"11829",8059140,4e+06,"Horror"
"11830",41637263,2e+07,"Drama"
"11832",2955039,9e+06,"Drama"
"11841",16930884,3e+07,"Crime"
"11846",311312624,8.5e+07,"Crime"
"11849",3e+05,2e+06,"Adventure"
"11858",10018,1e+06,"Crime"
"11859",35619521,10200000,"Horror"
"11864",149044513,8.5e+07,"Animation"
"11865",289047763,1.3e+08,"Adventure"
"11867",426224,8e+06,"Romance"
"11870",25037897,2.5e+07,"Action"
"11871",1e+06,16000,"Science Fiction"
"11872",7177143,1e+07,"Adventure"
"11876",265198,2e+06,"Comedy"
"11895",340147,250000,"Drama"
"11912",24538513,9e+06,"Documentary"
"11913",2.8e+07,2224000,"Comedy"
"11917",18928871,1.6e+07,"Drama"
"11918",94679598,2.5e+07,"Horror"
"11919",46,9e+06,"Comedy"
"11922",383531464,1.1e+08,"Action"
"11923",69307224,3.5e+07,"Comedy"
"11925",1.73e+08,1.75e+08,"Fantasy"
"11926",709709780,1.5e+08,"Adventure"
"11927",2626800,1.7e+07,"Crime"
"11928",938212738,1.5e+08,"Adventure"
"11929",186072214,8.5e+07,"Comedy"
"11956",135560026,7e+07,"Adventure"
"11960",527068851,7.5e+07,"Animation"
"11961",9620399,1.2e+07,"Crime"
"11962",92601050,2.8e+07,"Comedy"
"11966",442824138,7e+07,"Action"
"11971",2426851,4e+06,"Comedy"
"11986",121463226,2e+07,"Comedy"
"12002",258022233,1.4e+08,"Action"
"12004",25303038,6.7e+07,"Action"
"12009",13620075,16500000,"Comedy"
"12010",86658558,7e+07,"Thriller"
"12014",18197398,6e+06,"Comedy"
"12015",15071514,8e+07,"Science Fiction"
"12016",40452643,2.5e+07,"Action"
"12018",47738099,2e+07,"Comedy"
"12020",80253908,1.5e+07,"Horror"
"12021",16974459,2e+07,"Action"
"12039",20380,1.5e+07,"Comedy"
"12043",70016220,5.5e+07,"Western"
"12044",26820641,3.9e+07,"Action"
"12050",129266061,3e+07,"Drama"
"12054",1185783,852510,"Drama"
"12055",1431623,2e+06,"Documentary"
"12058",69766619,7e+07,"Crime"
"12059",29541790,2.3e+07,"History"
"12060",11502151,2200000,"Drama"
"12061",9576495,2.4e+07,"Comedy"
"12063",46474,4e+06,"Drama"
"12066",55112356,51500000,"Thriller"
"12069",458232,8e+06,"Drama"
"12078",413454,2.2e+07,"Drama"
"12081",148412065,4.5e+07,"Horror"
"12083",59192128,2.5e+07,"Comedy"
"12084",56255142,1.5e+07,"Adventure"
"12085",147880543,2.2e+07,"Comedy"
"12090",127766650,6e+07,"Comedy"
"12091",68377859,2.5e+07,"Comedy"
"12092",24377151,1.6e+07,"Adventure"
"12093",54926886,2.1e+07,"Drama"
"12094",74237563,5.5e+07,"Drama"
"12095",92991835,2.5e+07,"Drama"
"12097",11293663,1.2e+07,"Comedy"
"12098",75505973,3e+07,"Horror"
"12099",24748670,27500000,"Drama"
"12100",2849142,1.6e+07,"Drama"
"12102",34619699,1.9e+07,"Crime"
"12110",14711793,3e+07,"Action"
"12114",143451,8e+06,"Action"
"12140",17804565,3800000,"Drama"
"12141",55184721,1.5e+07,"Comedy"
"12142",139352633,1e+07,"Horror"
"12166",266465037,1e+08,"Drama"
"12167",287594577,1.5e+08,"Family"
"12169",25005257,1.8e+07,"Crime"
"12170",19777647,1.4e+07,"Drama"
"12171",171600000,2.5e+07,"Crime"
"12174",18479,1e+06,"Comedy"
"12178",66122026,2.5e+07,"Family"
"12184",4,3,"Action"
"12186",63215872,3.5e+07,"Action"
"12187",97838349,1e+08,"Action"
"12188",195735876,7e+07,"Adventure"
"12190",4607608,4.5e+07,"Drama"
"12191",374743,1.7e+07,"Comedy"
"12205",7537453,4e+06,"Crime"
"12210",57096190,1.8e+07,"Science Fiction"
"12211",340487652,8.5e+07,"Comedy"
"12212",99965753,2.4e+07,"Action"
"12214",7766240,8e+06,"Horror"
"12215",37707444,9100000,"Comedy"
"12216",14373825,8.6e+07,"Thriller"
"12217",372234864,1.8e+08,"Adventure"
"12218",585349010,1.5e+08,"Drama"
"12219",361366633,6e+07,"Comedy"
"12223",4001121,2e+07,"Drama"
"12231",231411584,7500000,"Comedy"
"12235",21786738,1e+07,"Drama"
"12245",782102,5e+06,"Drama"
"12249",82701,9e+05,"Comedy"
"12253",639000,1300000,"Drama"
"12255",175372502,4.5e+07,"Drama"
"12258",73276047,2e+07,"Drama"
"12278",1.52e+08,5e+07,"Drama"
"12279",457363168,1.3e+08,"Action"
"12281",77208711,2.5e+07,"Drama"
"12283",119000410,7.5e+07,"Comedy"
"12285",41797066,4e+07,"Fantasy"
"12286",18317151,3.5e+07,"Comedy"
"12293",30226144,1.5e+07,"Drama"
"12296",103071443,4e+07,"Fantasy"
"12299",156835339,3e+07,"Drama"
"12301",160259319,3e+07,"Comedy"
"12315",28430000,2600000,"Drama"
"12317",53587404,7e+07,"Fantasy"
"12321",30448000,1500000,"Horror"
"12326",6819587,2e+07,"Crime"
"12329",170764026,2.5e+07,"Action"
"12356",32483410,3.5e+07,"Drama"
"12357",113244290,5e+07,"Action"
"12359",84646831,3e+07,"Comedy"
"12360",56309766,1.2e+07,"Drama"
"12365",249905,50000,"Action"
"12366",160388063,8.5e+07,"Adventure"
"12369",34533783,1.5e+07,"Comedy"
"12375",111000,2e+06,"Drama"
"12389",9229401,7e+06,"Action"
"12395",43650785,3.5e+07,"Comedy"
"12396",111231041,7e+07,"Romance"
"12399",22730842,1.5e+07,"Music"
"12406",222231186,8.5e+07,"Adventure"
"12416",151161491,4e+07,"Drama"
"12417",162839667,9e+07,"Adventure"
"12418",150816700,2.3e+07,"Music"
"12419",1.3e+07,8376800,"Action"
"12427",3.3e+07,1e+07,"Comedy"
"12431",274661,1e+06,"Documentary"
"12442",2.66e+08,1.05e+08,"Adventure"
"12443",64822796,2e+07,"Thriller"
"12444",22211426,3e+07,"Action"
"12445",297138014,8.5e+07,"Animation"
"12446",7938872,1.5e+07,"Horror"
"12448",26527510,1.8e+07,"History"
"12450",41819064,6.2e+07,"Comedy"
"12452",5364858,2e+06,"Horror"
"12453",60641,8e+06,"Drama"
"12462",5231128,3500000,"Action"
"12468",6673422,2.5e+07,"Comedy"
"12472",54207,2e+06,"Comedy"
"12482",1004558444,1.85e+08,"Drama"
"12486",15425,2500,"Drama"
"12491",41627431,2e+07,"Drama"
"12503",23321954,2.4e+07,"Action"
"12504",3952448,3e+05,"Comedy"
"12509",69823199,3.5e+07,"Drama"
"12510",10569964,7e+06,"Comedy"
"12516",41299492,5.8e+07,"Comedy"
"12517",34786960,1.6e+07,"Action"
"12519",1641825,4e+07,"Adventure"
"12522",11207130,2.5e+07,"Drama"
"12532",1300000,6e+06,"Drama"
"12537",100076342,3.7e+07,"Adventure"
"12541",105173115,3e+07,"Comedy"
"12543",25871834,3.5e+07,"Action"
"12544",65569869,2e+07,"Action"
"12546",43493123,1.2e+07,"Comedy"
"12549",93945766,1.2e+08,"Action"
"12555",127906624,5.5e+07,"Action"
"12560",5410749,3.8e+07,"Adventure"
"12567",6870249,4e+06,"Comedy"
"12580",17741298,2.5e+07,"Thriller"
"12581",63833449,3e+07,"Comedy"
"12585",7700000,3500000,"Documentary"
"12589",585174222,1.4e+08,"Action"
"12591",84601681,4e+07,"Comedy"
"12595",1023156,6e+05,"Drama"
"12596",226830568,2.5e+07,"Action"
"12600",8900000,7e+06,"Adventure"
"12603",346592,5e+06,"Comedy"
"12605",1.7e+08,3.5e+07,"Comedy"
"12615",419651413,2.25e+08,"Adventure"
"12622",1296184,5e+06,"Action"
"12626",786636033,1.85e+08,"Adventure"
"12642",415252786,6.5e+07,"Comedy"
"12643",82391145,9e+06,"Thriller"
"12649",631744560,1.3e+08,"Adventure"
"12676",201596308,9e+07,"Comedy"
"12680",6463286,5e+06,"Comedy"
"12695",4.2e+07,5e+06,"TV Movie"
"12700",163403799,6e+07,"Thriller"
"12701",163712074,1.5e+08,"Science Fiction"
"12703",7400000,4e+07,"Drama"
"12705",521311860,1.8e+08,"Animation"
"12706",258270008,7.5e+07,"Action"
"12707",624029371,1.5e+08,"Fantasy"
"12708",220151,5e+05,"Drama"
"12714",230685453,8e+07,"Action"
"12731",921000,259000,"Drama"
"12733",704000,103000,"Crime"
"12745",2899975,6e+06,"Drama"
"12769",609841637,5.2e+07,"Comedy"
"12771",53191886,1.1e+07,"Comedy"
"12788",14723313,5200000,"Drama"
"12790",101702060,4.5e+07,"Action"
"12791",50650079,6e+07,"Comedy"
"12794",8380329,2e+07,"Drama"
"12806",27793200,2e+07,"Fantasy"
"12811",5926410,1.5e+07,"Thriller"
"12812",63800345,3.7e+07,"Animation"
"12816",185258983,1.3e+08,"Action"
"12827",128107642,6.5e+07,"Comedy"
"12828",13204291,2e+07,"Drama"
"12829",68369434,3e+07,"Drama"
"12841",31576,7e+05,"Drama"
"12850",401128639,1.45e+08,"Adventure"
"12851",17600000,2.1e+07,"Drama"
"12852",3533227,1.5e+07,"Mystery"
"12855",4040588,5e+06,"Comedy"
"12856",96408652,1.5e+07,"Drama"
"12867",101624843,2.7e+07,"Action"
"12868",127814609,80341000,"Adventure"
"12874",44352417,2.7e+07,"Adventure"
"12876",14894347,1.3e+07,"Drama"
"12884",188072649,9.2e+07,"Action"
"12886",68282844,8500000,"Thriller"
"12889",2033165,8e+06,"Action"
"12891",11125849,2e+06,"Drama"
"12892",10785801,4e+06,"Horror"
"12894",73762516,4.5e+07,"Action"
"12895",70442940,2.5e+07,"Romance"
"12897",8762890,1.5e+07,"Comedy"
"12899",72436439,3.5e+07,"Horror"
"12905",2725258,3800000,"Adventure"
"12911",163720069,3.7e+07,"Comedy"
"12912",14109284,2.5e+07,"Action"
"12913",72108608,7e+07,"Action"
"12914",23530831,2.2e+07,"Drama"
"12915",6230276,7e+06,"Comedy"
"12917",50007546,1.6e+07,"Comedy"
"12921",54947,3500000,"Horror"
"12922",39031337,6e+07,"Action"
"12928",42487390,4.5e+07,"Action"
"12942",245000,79000,"Comedy"
"12945",73174566,6e+07,"Action"
"12946",27640028,2e+07,"Drama"
"12947",6,4002313,"Action"
"12966",20211394,2e+07,"Drama"
"12967",9323833,4.5e+07,"Drama"
"12976",178066569,8e+07,"Mystery"
"12977",17286299,2.7e+07,"Comedy"
"12981",32973937,9e+06,"Comedy"
"12997",25800,1e+07,"War"
"13001",113280098,7e+07,"Action"
"13002",17869048,5.5e+07,"Adventure"
"13004",8e+06,2e+05,"Adventure"
"13007",85416905,3.5e+07,"Action"
"13009",42105111,2.4e+07,"Comedy"
"13010",29506464,25100000,"Drama"
"13011",36620508,2e+07,"Romance"
"13017",38105395,1.1e+07,"Adventure"
"13019",7e+06,2e+07,"Comedy"
"13021",1.9e+07,7500000,"Drama"
"13030",40855419,1.2e+07,"Horror"
"13035",31148328,3e+07,"Thriller"
"13037",9793496,4e+07,"Drama"
"13043",25739015,1.8e+07,"Action"
"13054",603900354,1.5e+08,"Family"
"13055",38135878,2e+06,"Drama"
"13057",19844979,2.5e+07,"Drama"
"13058",113020255,5.5e+07,"Crime"
"13060",27635305,3.2e+07,"Adventure"
"13061",377910544,1.5e+07,"Drama"
"13062",586090727,2e+08,"Adventure"
"13065",92380927,2.8e+07,"Comedy"
"13073",276891,6e+06,"Drama"
"13093",113857533,10800000,"Horror"
"13097",18755936,1.9e+07,"Comedy"
"13099",391410,6e+06,"Action"
"13101",149281606,2e+07,"Adventure"
"13129",49554002,1.3e+08,"Drama"
"13130",309979994,1.5e+08,"Animation"
"13132",54586584,2e+07,"History"
"13134",392616625,3.7e+07,"Adventure"
"13136",108979549,3e+07,"Action"
"13137",163733697,8e+07,"Comedy"
"13138",20416563,12500000,"War"
"13139",1115493,3500000,"Horror"
"13141",33456317,5e+05,"Drama"
"13142",3e+07,2.5e+07,"Animation"
"13147",10089373,20500000,"Action"
"13173",233093859,8e+07,"Drama"
"13185",50907234,2e+07,"Drama"
"13188",269958228,3.3e+07,"Drama"
"13190",113019290,3.2e+07,"Drama"
"13199",168167691,5.5e+07,"Drama"
"13205",44703995,6e+06,"Drama"
"13220",333932083,1.5e+08,"Fantasy"
"13222",225990978,7e+07,"Comedy"
"13225",200276000,7.5e+07,"Drama"
"13242",212874442,8e+07,"Fantasy"
"13245",3830137,3e+06,"Comedy"
"13246",75225693,3.5e+07,"Drama"
"13250",69497,6e+06,"Comedy"
"13252",333912,4e+06,"Comedy"
"13254",21972336,2e+07,"Comedy"
"13256",51155219,3.2e+07,"Action"
"13259",244082376,6e+07,"Comedy"
"13265",187479518,41677699,"Animation"
"13287",21888598,11715578,"Drama"
"13296",2e+06,2.5e+07,"Drama"
"13297",50877145,6e+07,"Adventure"
"13298",114663461,3e+07,"Comedy"
"13301",100734718,1.5e+07,"Mystery"
"13307",908847,8e+06,"Action"
"13311",553198,2600000,"Science Fiction"
"13318",91353501,3.5e+07,"Fantasy"
"13319",57490374,6e+07,"Adventure"
"13332",558000,9750000,"Drama"
"13335",183293131,2.6e+07,"Action"
"13337",76514050,1.6e+07,"Horror"
"13355",7033683,5e+07,"Fantasy"
"13363",907456,4e+06,"Comedy"
"13368",38610009,5e+06,"Mystery"
"13372",124596398,6e+07,"Animation"
"13379",45465299,3.8e+07,"Action"
"13380",60161391,5e+07,"Drama"
"13381",3148182,1.2e+07,"Drama"
"13382",177259441,4e+07,"Comedy"
"13396",73034460,3.5e+07,"Comedy"
"13414",173066,1500000,"Comedy"
"13421",61458982,7.5e+07,"Comedy"
"13442",12764201,5e+07,"Action"
"13447",14899417,1.7e+07,"Drama"
"13454",11260366,7275000,"Drama"
"13456",23550000,1.9e+07,"Drama"
"13458",91379051,1.9e+07,"Horror"
"13478",11657385,1.8e+07,"Comedy"
"13481",3,2e+05,"Adventure"
"13493",91636986,4.1e+07,"Comedy"
"13502",6e+07,78146652,"Romance"
"13503",155446362,5e+07,"Action"
"13507",8936663,8500000,"Adventure"
"13508",104345682,1.3e+07,"Drama"
"13510",16174377,5e+06,"Comedy"
"13525",381509870,1.75e+08,"Animation"
"13541",186702,11500000,"Drama"
"13546",831,280,"Romance"
"13551",17164377,9500000,"Comedy"
"13555",108332743,4e+07,"Comedy"
"13582",363164265,8.5e+07,"Action"
"13599",36348784,5e+07,"Drama"
"13603",136267476,2e+07,"Comedy"
"13606",319131050,7e+07,"Drama"
"13607",87784194,6e+07,"Action"
"13617",34560577,2e+07,"Action"
"13623",9760104,5e+06,"Science Fiction"
"13631",27409889,3.5e+07,"Drama"
"13634",382174,1.8e+07,"Drama"
"13636",373062864,1.5e+08,"Adventure"
"13637",1007962,1700000,"Comedy"
"13644",385680446,1.5e+08,"Science Fiction"
"13655",121059225,8e+07,"War"
"13663",4100000,4e+06,"Thriller"
"13664",1.09e+08,1.5e+07,"Documentary"
"13670",1037335,2.5e+07,"Crime"
"13671",356613439,1.5e+08,"Thriller"
"13694",371353001,2e+08,"Action"
"13695",413106170,1.5e+08,"Adventure"
"13701",5530764,2e+07,"Adventure"
"13720",31720158,6e+07,"Drama"
"13721",32721635,1.5e+07,"Crime"
"13724",90810892,3e+07,"Horror"
"13725",735099082,1.75e+08,"Animation"
"13739",18599102,2e+07,"Comedy"
"13747",459270619,3.5e+07,"Comedy"
"13749",791867,1.1e+07,"Drama"
"13755",1e+07,5750000,"Comedy"
"13770",7202,1e+06,"Drama"
"13771",29010817,8e+06,"Comedy"
"13774",1984662,8e+05,"Horror"
"13775",68688831,1e+08,"Adventure"
"13781",150166126,1e+08,"Thriller"
"13799",317375031,4e+07,"Comedy"
"13801",2e+06,1e+06,"Action"
"13804",62357900,6e+07,"Comedy"
"13818",4.2e+07,1.5e+07,"Drama"
"13834",836297228,1.5e+08,"Science Fiction"
"13843",35097815,1.5e+07,"Comedy"
"13848",214104620,8e+07,"History"
"13849",886686817,9e+07,"Animation"
"13861",1449945,3e+06,"Horror"
"13864",95714875,3e+07,"Drama"
"13866",25900,5e+06,"Action"
"13868",5e+05,5e+05,"Drama"
"13875",60722734,7500000,"Comedy"
"13888",21834845,36500000,"Action"
"13894",933959197,2.5e+08,"Adventure"
"13912",250000,66000,"Action"
"13915",64352607,3e+07,"Adventure"
"13936",9366227,2.3e+07,"Drama"
"13949",41596251,2e+07,"Horror"
"13953",205298907,3.8e+07,"Comedy"
"13959",1.14e+08,3400000,"Horror"
"13960",22852638,1.4e+07,"Thriller"
"13966",57881056,4.5e+07,"Adventure"
"13967",210819611,3e+07,"Science Fiction"
"13968",129540499,4e+07,"Romance"
"13970",73830340,2e+07,"Drama"
"13971",106303988,5e+07,"Adventure"
"13975",155545279,3.5e+07,"Comedy"
"13976",302469017,1.75e+08,"Adventure"
"13980",17280326,2e+07,"Action"
"13981",154323,250000,"Comedy"
"14025",101229792,3.9e+07,"Drama"
"14032",5210988,2e+07,"Comedy"
"14037",15345201,1.8e+07,"Comedy"
"14042",1296971,1e+06,"Comedy"
"14045",292817841,1.5e+08,"Fantasy"
"14046",8251071,4e+07,"Action"
"14048",113221,1.5e+07,"Drama"
"14053",2260712,230000,"Drama"
"14064",7070330,1.2e+07,"Adventure"
"14089",6405245,1.5e+07,"Comedy"
"14095",20455276,1.7e+07,"Comedy"
"14109",39421467,1.5e+07,"Horror"
"14111",1200000,855000,"Thriller"
"14115",1179676,7e+05,"Documentary"
"14116",33965843,2e+06,"Crime"
"14118",48428063,3e+07,"Action"
"14135",20645327,3.3e+07,"Action"
"14142",68729358,2.4e+07,"Comedy"
"14157",31556061,1.6e+07,"Comedy"
"14158",35424826,2.2e+07,"Drama"
"14165",10848783,8e+06,"Comedy"
"14166",186167139,4e+07,"Horror"
"14167",40828540,5e+07,"Action"
"14168",242988466,1e+08,"Animation"
"14177",480000,88000,"Horror"
"14179",6101046,4e+06,"Action"
"14181",36133014,1.8e+07,"Drama"
"14182",4440055,8500000,"Drama"
"14193",193355800,15000,"Horror"
"14205",295750,1e+07,"Comedy"
"14212",17436509,2e+07,"Documentary"
"14215",134,75,"Action"
"14217",31430334,7e+06,"Comedy"
"14218",6670712,6e+06,"Drama"
"14231",16633035,1.5e+07,"Drama"
"14232",31912793,18500000,"Comedy"
"14235",122444772,8e+07,"Action"
"14237",102391382,23600000,"Comedy"
"14241",69564,11500000,"Comedy"
"14245",27206120,12500000,"Horror"
"14246",12206028,4e+07,"Action"
"14248",26096852,7500000,"Drama"
"14257",2e+06,970000,"Crime"
"14259",171844840,7e+07,"Comedy"
"14260",40105542,1.5e+07,"Comedy"
"14264",4600000,2300000,"Drama"
"14284",100086793,1e+08,"Family"
"14300",28972508,4e+07,"Comedy"
"14301",8049666,14700000,"Comedy"
"14302",126690726,5.3e+07,"Drama"
"14308",19258519,4e+07,"Adventure"
"14311",1725381,590235,"Animation"
"14335",163670000,2.5e+07,"Drama"
"14360",68233629,1.1e+07,"Horror"
"14368",28169671,4e+07,"Adventure"
"14369",10629321,8e+06,"Action"
"14371",296557,2900000,"Action"
"14372",232732,250000,"Comedy"
"14373",33579813,8,"War"
"14375",44091067,6.5e+07,"Animation"
"14379",46471023,4e+07,"Adventure"
"14383",5093707,6e+06,"Action"
"14384",3983912,2.8e+07,"Animation"
"14395",325233863,2e+08,"Animation"
"14416",1.6e+07,9e+06,"Action"
"14417",769653595,2e+08,"Action"
"14418",33333531,3e+07,"Thriller"
"14420",288,450,"Drama"
"14422",42333295,1e+07,"Mystery"
"14423",47536959,1e+07,"Drama"
"14425",10589102,2.5e+07,"Drama"
"14426",709827462,5e+07,"Adventure"
"14428",1521261,6500000,"Drama"
"14431",60462347,4e+07,"Action"
"14432",48298,1089360,"Drama"
"14440",19300483,5700000,"Action"
"14453",43318349,2.6e+07,"Drama"
"14462",107559,2500000,"Drama"
"14466",309208309,2.9e+07,"Drama"
"14483",92219310,3.5e+07,"Comedy"
"14485",104945765,7e+07,"Science Fiction"
"14486",2336172,2.5e+07,"Comedy"
"14493",766075,3600000,"History"
"14494",93525586,6.5e+07,"Fantasy"
"14495",122233971,6e+07,"Drama"
"14497",267045765,1.05e+08,"Romance"
"14500",22942221,2e+07,"Action"
"14502",4884663,1.2e+07,"Mystery"
"14534",85280250,5.8e+07,"Comedy"
"14548",5300,15000,"Drama"
"14552",2787965087,2.37e+08,"Action"
"14553",53825515,8e+07,"Drama"
"14557",219103655,8.5e+07,"Comedy"
"14558",524028679,9e+07,"Action"
"14559",39462438,7e+06,"Drama"
"14563",443140005,7.5e+07,"Comedy"
"14565",3.1e+07,4700000,"Drama"
"14570",4388563,2.5e+07,"Crime"
"14574",14400000,4e+06,"Drama"
"14608",32000,1500000,"Horror"
"14616",435000,1400000,"Comedy"
"14621",51416464,2e+07,"Fantasy"
"14626",47801389,1.6e+07,"Drama"
"14631",29922472,1.9e+07,"Romance"
"14632",157107755,8e+07,"Action"
"14633",43498108,4e+06,"Action"
"14672",1017401,2e+07,"Crime"
"14683",17872796,5e+06,"Drama"
"14690",10604986,425000,"Horror"
"14699",1143856,1.5e+07,"Drama"
"14711",132900000,97250400,"Fantasy"
"14733",7e+07,9e+06,"Drama"
"14741",67918658,2.6e+07,"Horror"
"14754",56000,1500000,"Drama"
"14768",245000,250000,"Comedy"
"14769",15134293,3.1e+07,"Drama"
"14772",40239,1.8e+07,"Action"
"14779",74901339,8e+07,"Crime"
"14793",10652035,1.3e+07,"Comedy"
"14814",2357852,3e+06,"Drama"
"14818",150000,10000,"War"
"14823",216485654,5.2e+07,"Comedy"
"14826",294804195,8e+07,"Drama"
"14834",1644755,1.2e+07,"Drama"
"14842",226497209,9.5e+07,"Adventure"
